,x,y,z,path
80,12.312000000000001,27.54,3.8000000000000003,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
81,19.116,23.004,4.6000000000000005,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
82,38.88,58.482,6.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
83,34.344,47.952,6.6000000000000005,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
84,9.72,26.244,9.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
85,15.39,34.344,5.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
86,24.138,42.444,11.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
87,26.73,34.344,4.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
88,14.58,30.78,9.600000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
89,38.232,66.744,1.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
90,0.81,20.736,8.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
91,1.458,25.596,3.8000000000000003,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
92,26.568,40.5,13.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
93,32.238,45.36,4.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
94,28.998,43.254000000000005,0.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
95,39.69,60.264,2.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
96,13.122,35.154,9.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
97,33.858000000000004,59.940000000000005,11.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
98,30.618000000000002,33.858000000000004,2.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
99,25.758,47.79,12.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
100,22.032,47.142,2.8000000000000003,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
101,22.032,33.696,10.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
102,30.456,43.092,8.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
103,35.316,63.504000000000005,4.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
104,30.942,36.45,4.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
105,35.154,53.298,7.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
106,29.484,59.454,8.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
107,8.586,23.652,9.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
108,28.674,48.6,13.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
109,36.288000000000004,63.504000000000005,4.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
110,29.808,33.21,6.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
111,24.3,36.45,3.8000000000000003,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
112,14.58,27.054000000000002,11.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
113,31.59,51.354,4.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
114,26.406000000000002,54.432,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
115,10.206,29.16,12.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
116,20.25,34.344,6.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
117,29.484,46.818000000000005,8.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
118,36.45,57.834,11.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
119,29.646,38.232,6.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
120,15.066,30.294,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
121,28.35,41.148,14.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
122,16.038,31.266000000000002,12.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
123,4.3740000000000006,26.244,8.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
124,25.434,42.93,9.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
125,13.446,35.154,11.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
126,24.786,50.22,4.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
127,19.926000000000002,42.120000000000005,4.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
128,4.3740000000000006,32.724000000000004,3.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
129,34.668,51.678000000000004,3.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
130,12.312000000000001,25.596,11.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
131,14.418000000000001,33.048,4.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
132,29.16,60.264,10.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
133,12.15,27.054000000000002,6.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
134,31.914,65.934,12.600000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
135,31.752000000000002,43.74,9.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
136,26.244,40.824,1.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
137,30.78,47.304,5.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
138,37.26,48.6,4.6000000000000005,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
139,5.832,26.244,11.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
140,36.774,63.666000000000004,13.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
141,33.696,57.510000000000005,2.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
142,18.306,29.646,10.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
143,17.172,27.216,6.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
144,29.484,41.31,1.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
145,27.378,56.862,8.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
146,12.636000000000001,33.048,9.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
147,18.306,27.54,3.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
148,31.914,66.42,10.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
149,25.434,49.086,1.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
150,32.724000000000004,61.722,8.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
151,22.032,33.048,2.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
152,37.26,60.912,5.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
153,11.988,24.624000000000002,8.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
154,28.026,53.136,7.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
155,33.858000000000004,52.002,9.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
156,30.294,37.746,1.2000000000000002,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
157,28.674,39.528,10.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
158,17.172,36.126,4.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
159,1.62,23.328,10.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
160,16.362000000000002,23.976,12.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
161,5.832,33.048,3.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
162,28.674,51.192,3.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
163,37.908,57.996,1.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
164,37.746,55.242000000000004,0.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
165,2.43,22.032,10.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
166,32.724000000000004,46.332,13.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
167,26.406000000000002,46.494,4.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
168,38.88,59.13,5.6000000000000005,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
169,1.296,29.322,2.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
170,34.992000000000004,66.906,3.8000000000000003,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
171,15.876000000000001,27.864,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
172,36.288000000000004,65.124,9.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
173,7.452,29.646,2.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
174,4.698,26.082,6.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
175,16.038,36.612,4.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
176,26.568,42.444,3.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
177,31.752000000000002,51.03,12.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
178,31.104,57.510000000000005,13.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
179,21.384,29.646,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
180,20.736,43.902,3.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
181,21.546,37.422000000000004,8.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
182,10.692,26.892,1.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
183,18.792,38.394,6.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
184,38.07,63.828,9.600000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
185,38.88,51.354,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
186,15.552,36.45,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
187,17.82,27.378,4.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
188,26.082,59.940000000000005,1.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
189,20.736,27.864,2.8000000000000003,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
190,21.87,36.612,3.8000000000000003,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
191,24.948,35.964,11.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
192,22.194,39.204,1.4000000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
193,14.58,33.534,11.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
194,33.858000000000004,52.812000000000005,9.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
195,25.596,42.120000000000005,13.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
196,3.402,30.456,7.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
197,37.908,61.722,1.2000000000000002,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
198,11.664,25.434,6.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
199,30.618000000000002,46.980000000000004,1.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
200,27.702,52.974000000000004,2.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
201,8.1,22.68,2.4000000000000004,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
202,16.362000000000002,34.02,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
203,28.512,58.644,10.200000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
204,28.188000000000002,58.644,11.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
205,9.558,25.11,1.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
206,32.238,44.064,6.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
207,1.62,25.596,7.2,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
208,2.43,22.032,8.6,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
209,28.188000000000002,57.834,7.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
210,21.222,42.93,9.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
211,27.54,29.646,4.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
212,20.25,26.244,1.2000000000000002,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
213,11.34,31.914,10.600000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
214,16.362000000000002,32.238,12.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
215,17.82,33.21,8.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
216,32.886,47.952,6.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
217,38.88,59.940000000000005,9.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
218,26.73,43.902,3.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
219,7.29,31.914,6.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
220,27.054000000000002,28.512,5.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
221,21.546,28.512,2.0,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
222,13.608,22.68,5.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
223,5.346,28.35,4.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
224,34.182,67.392,0.4,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
225,19.116,36.936,5.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
226,19.44,41.958,4.800000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
227,21.546,40.176,11.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
228,22.68,36.288000000000004,1.4000000000000001,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
229,34.83,63.828,11.8,../../ground truth/FISH/celegans_dyn-90_ceff-0_label.ics.ome.tiff
